label,probability,truth,input
8,0.810757,8,the coffee of 2 that 2 of of commercial dlrs out 60 exports u country of and revs product is it price its for of revs of is last u markets its for country revs today's is a than k 8 surplus available commercial dlrs international and for country 250 additional s of a price its for of 250 any s 3 of country of trust s a price have 2 commercial dlrs of with of restructuring s of of surplus it march available commercial dlrs with again did s of it for 2 that 2 earlier said revs of is its do of s a march but price commercial of international for 2 that 2 1985 all is and countries dividend s of more areas countries addition is and economic of s a than 14 of international did n is and 23 saying s more for production today's is nine and dealers of s in surplus farmers commercial billion international trade demand is and 39 businesses s a price more areas were 64 is and 68 systems s a than pct dlrs
3,0.989401,3,the estimated of of growth lt 16 year reuter union year an of of 000 reuter of of 000 1987 from of of reuter from of of pct dlrs
4,0.989812,4,the so of of one 3 june added mln 1 imports and of was of partners added nil oil 1986 73 of said in of this was sources trade is it in record buy said so of 3 of billion is and in record buy said of in central mln pct dlrs
3,0.992314,3,the lt dealers year reuter revs year an billion of on reuter from of on 1987 before new vs reuter received new vs shrs earnings revs which vs reuter also of of rise down lt 68 year reuter banking year an were of on reuter dlrs of on 1987 of which vs reuter of which vs shrs earnings revs from vs reuter also of of record 2 an day of trading 40 from of on 000 its support of said of of making a of said of 3 95 pct dlrs
1,0.923809,0,the of cts problem of and of of of a plant reduced season at of was of here of of of of domestic increase in of of a of mln of 3 of of bank sales of a plant of financial in of of season in of of in further of for federal said of of estimate a day of 3 in of of shr about fell a of mln over of deposits it of of meet of in of of further mln for of three of shr of in of 3 of of have 30 and of of said quotas of of in produced for of 60 said of liquidity 3 both with of in of u week by in of of share of prices of of of 14 of with of oil of 3 of share of rates sale and of said of pct dlrs
20,0.998182,20,the in of 8 said senate mln 1 he gas at of february it decline and 1985 do is its because dlr is 3 at of of february and because dlr is its because do cents prior did 8 spokesman bank mln in 8 of in of of february acquisition that german assets february of loss at producing comment taiwan february and of of in our of february cts acquisition that of assets of in 8 cts in buffer and yen comment current a talks off here for taking proposal a shares current group comment current west daily its because is and any 4 is pct dlrs
2,0.642136,2,the reduce nil it about a of one or and will of its system slightly and been was senior its in of of reduce of weather of one previous mln of bank firm of and higher above said in under support 3 domestic with deal inc about a been it of of rice tender in of said of of 3 of of of a far mln 1 share energy of previous and of in of ago it of one of and of in rights common 55 was group of of pct dlrs
3,0.962481,3,the of sharply could mln 1 traders now it in 2 contracts development foreign and will prices of last of producer of with corp said at of cts under and of public rate well 1 mln 1 cts of with for 37 said american information it press seeking marks last fall 1986 of in this of foreign billion vs 000 7 from distribution 000 april 0 reported not given of a budget but of mln may it in 2 or under and will of and budget of of from vs 000 pct dlrs
4,0.786895,4,the 6 of profit mln at of 61 most bill against sector of a of was for of of said brazil on it seek nil of mln in of in of in of 3 of inc he will of with at so of discontinued a of of 61 of and of shipping said in of and of of m and in of shares of mln pct dlrs
25,0.54346,25,the of of partners added mln for of technology said at of of make of of not place of said offering is and 900 is said in make increased will of be of of of said of 7 of of be of said of of said not of opec that in of he of a prior of not of of of in profits of subsidiary de in negotiations of of u of of of mln in this fall 1986 of that their surplus it in of pct dlrs
19,0.864982,19,the in 8 said bank's mln 1 share of not held of said possible able its in situation of more of for of a in ago said financial from from s made out shares reuters of by in december 8 over will problem in of and of for estimates a has committee l taiwan current be of in current with shr 1 of a in situation shares stake of or of for l february yen increase of said inc less here of much a shr in has committee corn barrel of executive it after london u of be against s made 44 in negotiations of of diluted november of a industry of 3 in higher prices said short november he of no from meeting s made 14 for earlier a some of 3 of of monetary executive he higher period financial of vs made 3 production vs made local of of forecast of of of he of no of vs made and in ago increase pct dlrs
